TimestepsSoFar,EpThisIter,EpisodesSoFar,meankl,entloss,optimgain,EpLenMean,TimeElapsed,entropy,explained_variance_tdlam_before,EpRewMean,surrgain
1024,1,1,0.006784487,0.0,0.03722761,538.0,1.1808643341064453,2.0726843,0.4580917954444885,-5.0,0.03722761
2048,2,3,0.008022074,0.0,0.044121806,590.6666666666666,1.8876101970672607,2.0620456,0.5579240918159485,-5.0,0.044121806
3072,2,5,0.008646473,0.0,0.049213666,609.0,2.5963408946990967,2.0517879,0.7444538474082947,-5.0,0.049213666
4096,2,7,0.008493373,0.0,0.044586573,572.4285714285714,3.304169178009033,2.0383227,0.713748425245285,-5.0,0.044586573
5120,1,8,0.007136203,0.0,0.04533598,583.625,4.010955572128296,2.0114727,0.6280391216278076,-5.0,0.04533598
6144,2,10,0.006851243,0.0,0.04264363,604.7,4.721978187561035,2.021936,0.6077663898468018,-4.9,0.04264363
7168,1,11,0.007034014,0.0,0.037541967,613.4545454545455,5.43269157409668,2.0050473,0.5580160915851593,-4.909090909090909,0.037541967
8192,2,13,0.00833177,0.0,0.041904587,611.4615384615385,6.144207954406738,2.0111794,0.6972619295120239,-4.923076923076923,0.041904587
9216,1,14,0.0065593245,0.0,0.040742867,607.0714285714286,6.8520591259002686,2.0084143,0.4086368680000305,-4.928571428571429,0.040742867
10240,2,16,0.005960067,0.0,0.047291268,627.1875,7.560273170471191,2.014704,0.6399615705013275,-4.75,0.047291268
11264,2,18,0.008156003,0.0,0.044822194,614.0,8.270672082901001,2.002522,0.6183419823646545,-4.777777777777778,0.044822194
12288,1,19,0.006259914,0.0,0.046940684,611.5263157894736,8.98147988319397,1.9988788,0.6163807213306427,-4.7894736842105265,0.046940684
13312,2,21,0.007636442,0.0,0.049686372,616.3333333333334,9.688373327255249,1.987297,0.51713627576828,-4.809523809523809,0.049686372
14336,1,22,0.007935422,0.0,0.041381698,621.7727272727273,10.412710666656494,1.9923002,0.6572684943675995,-4.818181818181818,0.041381698
15360,2,24,0.0067429394,0.0,0.042490713,619.3333333333334,11.312396049499512,1.9727559,0.6604718565940857,-4.833333333333333,0.042490713
16384,2,26,0.007455191,0.0,0.043920208,620.8846153846154,12.171745777130127,1.9726627,0.6742748022079468,-4.846153846153846,0.043920208
