EpLenMean,TimestepsSoFar,explained_variance_tdlam_before,entloss,optimgain,EpRewMean,EpisodesSoFar,TimeElapsed,entropy,meankl,EpThisIter,surrgain
552.0,1024,-1.4154345989227295,0.0,0.03887286,-5.0,1,3.1509759426116943,2.0726204,0.006837651,1,0.03887286
