loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.0011148145,-0.02079207,2.079207,0,256,0.00021478534,3.624814748764038,-0.45408177375793457,0,0.023634743,,
-0.0033938382,-0.020785034,2.0785036,1,512,0.0003146995,4.644780874252319,0.6265876591205597,1,0.028875824,-5.0,408.0
-0.0006510718,-0.020782951,2.0782952,0,768,0.00011204928,5.522192001342773,0.6907126009464264,1,0.027554309,-5.0,408.0
-0.00039268844,-0.020779202,2.0779202,1,1024,3.9882027e-05,6.830091238021851,0.5121653378009796,2,0.016267039,-5.0,460.0
