EpRewMean,loss_pol_entpen,EpThisIter,loss_ent,TimestepsSoFar,EpisodesSoFar,EpLenMean,ev_tdlam_before,loss_vf_loss,loss_kl,TimeElapsed,loss_pol_surr
-4.857142857142857,0.0,7,2.0711439,4096,7,536.0,0.06304031610488892,0.01566756,0.0084168585,8.405551671981812,-0.00643748
-4.846153846153846,0.0,6,2.045072,8192,13,578.4615384615385,0.7006604075431824,0.01658643,0.010775911,15.312716960906982,-0.009026145
-4.85,0.0,7,2.036498,12288,20,588.5,0.7259488105773926,0.024918994,0.009025508,22.20672297477722,-0.007881365
-4.769230769230769,0.0,6,2.012347,16384,26,609.2692307692307,0.8149608373641968,0.017508518,0.008229993,29.376872062683105,-0.006730762
-4.787878787878788,0.0,7,1.9880105,20480,33,614.030303030303,0.8095684796571732,0.018741677,0.006682107,36.79208517074585,-0.0078023355
-4.82051282051282,0.0,6,1.979906,24576,39,616.6923076923077,0.8522645384073257,0.015220676,0.007687425,44.21473717689514,-0.007895328
-4.822222222222222,0.0,6,1.9659045,28672,45,623.6222222222223,0.7857497036457062,0.02257135,0.006633778,51.29124045372009,-0.0067103966
-4.823529411764706,0.0,6,1.9693937,32768,51,631.0588235294117,0.8145374357700348,0.019253913,0.0054469737,58.21255898475647,-0.0054493686
-4.844827586206897,0.0,7,1.9680246,36864,58,628.1551724137931,0.8486686646938324,0.015256689,0.0047739972,65.19279551506042,-0.0069970028
-4.846153846153846,0.0,7,1.9795002,40960,65,624.6615384615385,0.795277401804924,0.020088837,0.006310945,72.33653831481934,-0.006955375
-4.8428571428571425,0.0,5,1.9387895,45056,70,643.5142857142857,0.8321514874696732,0.012837749,0.007101747,79.78267002105713,-0.008595016
-4.815789473684211,0.0,6,1.9399146,49152,76,646.1315789473684,0.7891234755516052,0.01602815,0.0054719863,87.20464944839478,-0.0035968754
-4.819277108433735,0.0,7,1.9488592,53248,83,638.0963855421687,0.8421880602836609,0.016530853,0.006206998,94.6439414024353,-0.0075152577
-4.811111111111111,0.0,7,1.9303628,57344,90,636.1888888888889,0.7793465554714203,0.021853384,0.009762739,102.0955810546875,-0.0076794815
-4.814432989690721,0.0,7,1.9232816,61440,97,632.7835051546392,0.8101389557123184,0.017616862,0.006776242,109.51904916763306,-0.0075566396
-4.82,0.0,7,1.9285071,65536,104,630.71,0.8350550532341003,0.017332405,0.005104249,116.95474767684937,-0.0065461877
-4.82,0.0,6,1.9461731,69632,110,633.7,0.8389514833688736,0.012020831,0.006812418,124.253182888031,-0.007314049
-4.83,0.0,7,1.9324492,73728,117,635.44,0.8195318430662155,0.015291743,0.0059319343,131.18750715255737,-0.007283682
-4.86,0.0,7,1.9125549,77824,124,625.32,0.8290742784738541,0.015888924,0.006449372,138.1172912120819,-0.0051538916
-4.86,0.0,7,1.8804327,81920,131,624.82,0.8431166112422943,0.014916294,0.006352747,145.04769945144653,-0.0062081804
-4.86,0.0,7,1.8684063,86016,138,622.16,0.8323198556900024,0.014708734,0.007681606,151.97835564613342,-0.01161658
-4.86,0.0,6,1.8804128,90112,144,623.66,0.7932870835065842,0.013840697,0.004546883,158.8913745880127,-0.0058684694
-4.85,0.0,6,1.8764328,94208,150,623.63,0.8119897246360779,0.014567498,0.006927363,165.80042004585266,-0.007831366
-4.85,0.0,7,1.8779131,98304,157,624.33,0.8394253253936768,0.014650889,0.006239538,172.72893810272217,-0.0053963074
-4.86,0.0,5,1.8786798,102400,162,632.04,0.8604885041713715,0.011671117,0.007070486,852.113347530365,-0.007690816
-4.85,0.0,7,1.8891813,106496,169,621.63,0.8179260194301605,0.015385376,0.0063279434,859.0213975906372,-0.005514309
-4.84,0.0,5,1.8774899,110592,174,631.23,0.7481213808059692,0.018275341,0.007442841,865.915468454361,-0.0069576628
-4.87,0.0,6,1.9131391,114688,180,631.82,0.8373091816902161,0.012739921,0.006144928,872.823802947998,-0.0036354903
-4.89,0.0,7,1.921546,118784,187,628.95,0.8486457020044327,0.0141564105,0.005068822,879.7385351657867,-0.007213722
-4.87,0.0,6,1.9020919,122880,193,636.69,0.8461615294218063,0.013575678,0.006035359,886.6440813541412,-0.0057331333
-4.88,0.0,7,1.9376355,126976,200,635.59,0.8499782979488373,0.013917348,0.0054310253,893.5563650131226,-0.00426164
-4.88,0.0,6,1.9079467,131072,206,640.09,0.8714962750673294,0.011545791,0.006925328,900.4770729541779,-0.0060426537
-4.87,0.0,6,1.9022894,135168,212,643.07,0.7890983819961548,0.016075924,0.0066304295,907.3858931064606,-0.007351102
-4.86,0.0,7,1.9177326,139264,219,642.93,0.862177848815918,0.01210578,0.0044433572,914.31875872612,-0.0052376213
-4.83,0.0,5,1.9234331,143360,224,653.59,0.7839002460241318,0.015781846,0.0055735954,921.2341923713684,-0.0062660193
-4.83,0.0,6,1.924974,147456,230,660.64,0.8237206637859344,0.011159212,0.006079683,928.1582729816437,-0.010879072
-4.83,0.0,7,1.9272301,151552,237,661.43,0.8661994487047195,0.010920012,0.005072378,935.0805358886719,-0.0072117406
-4.84,0.0,7,1.919438,155648,244,657.91,0.8518511652946472,0.011049361,0.0064625996,942.021454334259,-0.0067215106
-4.81,0.0,5,1.8814083,159744,249,662.27,0.7957608252763748,0.014194261,0.0069582714,948.9572823047638,-0.008225977
-4.8,0.0,7,1.8744409,163840,256,662.95,0.8347869366407394,0.013546544,0.007851295,955.8868203163147,-0.007400616
-4.79,0.0,6,1.8525107,167936,262,654.9,0.8309878259897232,0.01443356,0.0068024723,962.8201079368591,-0.00527945
-4.79,0.0,7,1.8209825,172032,269,657.05,0.8269113898277283,0.013367109,0.0065473267,969.7504858970642,-0.008849087
