loss_pol_surr,loss_vf_loss,loss_ent,ev_tdlam_before,loss_kl,EpThisIter,TimeElapsed,EpisodesSoFar,TimestepsSoFar,loss_pol_entpen,EpLenMean,EpRewMean
-0.023468727,0.012442828,1.4552032,0.9392709508538246,0.010480406,1,8.671452760696411,15,10240,-0.014552032,668.6666666666666,0.7333333333333333
-0.022375152,0.012988036,1.4643728,0.934777244925499,0.014696934,0,8.873883247375488,15,10496,-0.014643729,668.6666666666666,0.7333333333333333
-0.01823058,0.023533808,1.4599082,0.8614950478076935,0.011730602,1,9.07594895362854,16,10752,-0.014599082,670.875,0.75
-0.022270732,0.014362199,1.4398396,0.773166760802269,0.007604145,0,9.278486013412476,16,11008,-0.014398395,670.875,0.75
-0.021243846,0.029104056,1.5167414,0.6524704694747925,0.0058920356,0,9.48072338104248,16,11264,-0.015167413,670.875,0.75
-0.030879004,0.028702214,1.5767709,0.7271256744861603,0.0248542,0,9.682817935943604,16,11520,-0.015767708,670.875,0.75
-0.018882092,0.016223498,1.6049919,0.8563450425863266,0.012974675,1,9.885805368423462,17,11776,-0.016049918,679.0588235294117,0.7647058823529411
-0.023737404,0.023019383,1.5695695,0.7959321290254593,0.011951727,0,10.0875563621521,17,12032,-0.015695695,679.0588235294117,0.7647058823529411
-0.028411279,0.03404838,1.558234,0.7177630066871643,0.011174715,1,10.290117263793945,18,12288,-0.01558234,679.7777777777778,0.8333333333333334
-0.02521577,0.019150961,1.5282187,0.8521921783685684,0.016507734,0,10.492088317871094,18,12544,-0.015282188,679.7777777777778,0.8333333333333334
-0.025565684,0.013828257,1.5297114,0.8220946043729782,0.009671785,1,10.69379448890686,19,12800,-0.015297113,670.1578947368421,1.0
-0.022317074,0.01897493,1.5236048,0.9259398207068443,0.00739634,0,10.89763617515564,19,13056,-0.015236048,670.1578947368421,1.0
-0.020333609,0.017485678,1.5938966,0.9431251846253872,0.010353103,0,11.099362134933472,19,13312,-0.015938966,670.1578947368421,1.0
-0.023408044,0.01572089,1.50673,0.9333188384771347,0.01986232,1,11.314669609069824,20,13568,-0.0150673,672.1,1.05
-0.021863585,0.015312728,1.5983453,0.9130948632955551,0.01313695,0,11.563464164733887,20,13824,-0.015983451,672.1,1.05
-0.020985644,0.017770505,1.5523682,0.9108071327209473,0.011280876,0,11.813607454299927,20,14080,-0.015523681,672.1,1.05
-0.016663305,0.078150876,1.5276625,0.624160885810852,0.010304794,1,12.039981603622437,21,14336,-0.015276624,672.7619047619048,0.9047619047619048
-0.023079049,0.016982954,1.5720651,0.9155038148164749,0.005252243,0,12.243285894393921,21,14592,-0.01572065,672.7619047619048,0.9047619047619048
-0.03497194,0.023190936,1.6074048,0.8329065293073654,0.0146296695,0,12.445513725280762,21,14848,-0.016074046,672.7619047619048,0.9047619047619048
-0.020446904,0.017660372,1.545749,0.6017934679985046,0.011407068,1,12.6469144821167,22,15104,-0.0154574895,676.8181818181819,0.8181818181818182
-0.032034155,0.022508215,1.5401185,0.7470084130764008,0.01886202,0,12.848839044570923,22,15360,-0.015401185,676.8181818181819,0.8181818181818182
-0.020760912,0.028772969,1.5708339,0.8755401596426964,0.011965726,0,13.05009126663208,22,15616,-0.015708338,676.8181818181819,0.8181818181818182
-0.017623395,0.027001811,1.5279171,0.5116056799888611,0.014051751,1,13.251973867416382,23,15872,-0.015279172,679.2608695652174,0.6956521739130435
-0.015232669,0.028197879,1.6148748,0.6638044118881226,0.010409956,0,13.45366096496582,23,16128,-0.016148748,679.2608695652174,0.6956521739130435
-0.021798864,0.031463705,1.6076541,0.832755371928215,0.009416436,1,13.655586957931519,24,16384,-0.01607654,674.875,0.5416666666666666
-0.021951905,0.026777782,1.6864072,0.7781656235456467,0.013415148,0,13.886223554611206,24,16640,-0.016864073,674.875,0.5416666666666666
-0.027223403,0.024884887,1.6175207,0.7663227915763855,0.009039058,1,14.130666255950928,25,16896,-0.016175207,674.48,0.6
-0.031039579,0.039647944,1.6031647,0.41290563344955444,0.009827645,0,14.380688905715942,25,17152,-0.016031645,674.48,0.6
-0.022840083,0.023684163,1.5842613,0.7104510366916656,0.015241639,1,14.629599571228027,26,17408,-0.015842613,663.5384615384615,0.38461538461538464
-0.024390986,0.04970126,1.5640968,-1.4270031452178955,0.010327195,0,14.87869930267334,26,17664,-0.015640968,663.5384615384615,0.38461538461538464
-0.018488977,0.022472594,1.6451573,0.8781862780451775,0.009462177,0,15.12577772140503,26,17920,-0.016451573,663.5384615384615,0.38461538461538464
-0.032213926,0.015647767,1.6364484,0.9332871213555336,0.0153386295,1,15.355616569519043,27,18176,-0.016364483,666.6296296296297,0.4444444444444444
-0.0188226,0.015980538,1.6067381,0.9048173651099205,0.0065802527,0,15.59780764579773,27,18432,-0.016067382,666.6296296296297,0.4444444444444444
-0.02069207,0.014425589,1.5925883,0.9074664041399956,0.008998329,1,15.841239213943481,28,18688,-0.015925882,666.6428571428571,0.35714285714285715
-0.0225447,0.04173295,1.6060367,0.846413791179657,0.006461544,0,16.078819751739502,28,18944,-0.016060365,666.6428571428571,0.35714285714285715
-0.017996829,0.016263805,1.5985535,0.9198371469974518,0.0076262318,0,16.31144666671753,28,19200,-0.015985535,666.6428571428571,0.35714285714285715
-0.019276334,0.023771305,1.6297314,0.8653212636709213,0.0058879713,1,16.549644470214844,29,19456,-0.016297314,667.6206896551724,0.41379310344827586
-0.017883103,0.021677053,1.5662832,0.9079170599579811,0.007911874,0,16.78292155265808,29,19712,-0.015662834,667.6206896551724,0.41379310344827586
-0.02000053,0.018657183,1.6433246,0.11528438329696655,0.011524934,1,17.02141261100769,30,19968,-0.016433245,663.4666666666667,0.3
-0.015298238,0.0319622,1.580611,0.6168568432331085,0.0035084838,0,17.254519939422607,30,20224,-0.01580611,663.4666666666667,0.3
-0.021744385,0.019369243,1.5974672,0.8770402520895004,0.012330592,0,17.492982149124146,30,20480,-0.01597467,663.4666666666667,0.3
-0.01570761,0.015582515,1.6015542,0.797727569937706,0.014924728,1,17.728660345077515,31,20736,-0.01601554,661.7741935483871,0.3870967741935484
-0.017944532,0.021189867,1.6735402,0.9452801048755646,0.0069047287,0,17.96764874458313,31,20992,-0.016735401,661.7741935483871,0.3870967741935484
-0.013369046,0.029793458,1.6861331,0.7936619520187378,0.0043078796,0,18.200161933898926,31,21248,-0.016861333,661.7741935483871,0.3870967741935484
-0.019034885,0.025037443,1.6181532,0.05830073356628418,0.010092346,1,18.437086582183838,32,21504,-0.016181532,664.34375,0.40625
-0.026877709,0.014812328,1.6513611,0.918621800839901,0.010543909,0,18.67031764984131,32,21760,-0.01651361,664.34375,0.40625
-0.017640697,0.028140247,1.6639535,0.8826500847935677,0.018097278,1,18.911465883255005,33,22016,-0.016639536,666.8181818181819,0.42424242424242425
-0.020292867,0.018221267,1.6917723,0.8894065842032433,0.006601364,0,19.146445989608765,33,22272,-0.016917724,666.8181818181819,0.42424242424242425
-0.031359836,0.024329491,1.6781287,0.9526676796376705,0.008396858,0,19.388844966888428,33,22528,-0.016781287,666.8181818181819,0.42424242424242425
-0.019567054,0.024232984,1.681478,0.946395356208086,0.014773821,1,19.625688791275024,34,22784,-0.01681478,664.1764705882352,0.3235294117647059
-0.025109004,0.023622055,1.6726422,0.8428898006677628,0.019680707,0,19.869451761245728,34,23040,-0.016726421,664.1764705882352,0.3235294117647059
-0.008802319,0.024093274,1.6847612,0.9090043306350708,0.004097578,1,20.118520736694336,35,23296,-0.016847612,661.1714285714286,0.22857142857142856
-0.029109564,0.028233588,1.6398342,0.8936199992895126,0.015003594,0,20.356926918029785,35,23552,-0.01639834,661.1714285714286,0.22857142857142856
-0.010239761,0.0592281,1.7157634,0.3207952380180359,0.003370226,0,20.595491409301758,35,23808,-0.017157635,661.1714285714286,0.22857142857142856
-0.016590174,0.023698505,1.659829,0.8790221065282822,0.0040626144,1,20.84617304801941,36,24064,-0.01659829,662.9166666666666,0.16666666666666666
-0.029502638,0.03690455,1.6453048,0.7769947201013565,0.008435685,0,21.08573603630066,36,24320,-0.016453048,662.9166666666666,0.16666666666666666
-0.022156809,0.019330807,1.6199926,0.9228498637676239,0.011250659,1,21.322707414627075,37,24576,-0.016199926,664.0540540540541,0.21621621621621623
-0.01794434,0.0389666,1.6483679,0.6781687438488007,0.006104119,0,21.562384128570557,37,24832,-0.01648368,664.0540540540541,0.21621621621621623
-0.01405745,0.017711058,1.6322305,0.9303533360362053,0.002904343,0,21.798147439956665,37,25088,-0.016322305,664.0540540540541,0.21621621621621623
-0.021370148,0.022501014,1.6732998,0.7039496302604675,0.011656815,1,22.041321992874146,38,25344,-0.016732998,666.078947368421,0.18421052631578946
-0.019350205,0.021555513,1.6619582,0.9007400721311569,0.008058598,0,22.265366554260254,38,25600,-0.016619582,666.078947368421,0.18421052631578946
-0.022591857,0.034575835,1.6527448,0.3148428201675415,0.010537226,0,22.46823525428772,38,25856,-0.016527446,666.078947368421,0.18421052631578946
-0.030795403,0.014180267,1.5788474,0.7009637653827667,0.017499447,1,22.67124056816101,39,26112,-0.015788475,668.9230769230769,0.15384615384615385
-0.016345859,0.03273752,1.6098626,0.7750826328992844,0.012611069,0,22.880191564559937,39,26368,-0.016098626,668.9230769230769,0.15384615384615385
-0.0215284,0.01870852,1.5865031,0.9313933402299881,0.00784523,0,23.11737585067749,39,26624,-0.015865032,668.9230769230769,0.15384615384615385
-0.025068458,0.016618872,1.6144677,0.9169881716370583,0.014952017,1,23.320923328399658,40,26880,-0.016144678,670.3,0.175
-0.029173,0.04398313,1.5863373,0.7517189830541611,0.008152512,0,23.529098510742188,40,27136,-0.015863374,670.3,0.175
-0.020805132,0.017777953,1.5410109,0.43363696336746216,0.008087408,1,23.73375701904297,41,27392,-0.0154101085,667.4878048780488,0.07317073170731707
-0.02507759,0.01730232,1.5668213,0.8899392932653427,0.0102555435,0,23.942384719848633,41,27648,-0.015668213,667.4878048780488,0.07317073170731707
-0.023204384,0.032868445,1.4749396,0.8193708956241608,0.011005839,0,24.148276329040527,41,27904,-0.014749397,667.4878048780488,0.07317073170731707
-0.023645507,0.018078301,1.4690944,0.9014975503087044,0.0150509905,1,24.351518392562866,42,28160,-0.014690943,666.6904761904761,0.11904761904761904
-0.027026387,0.019574745,1.5126224,0.8887892290949821,0.008364003,0,24.55238366127014,42,28416,-0.015126224,666.6904761904761,0.11904761904761904
-0.017668145,0.019783426,1.4675812,0.9169245660305023,0.008220656,0,24.753989219665527,42,28672,-0.014675811,666.6904761904761,0.11904761904761904
-0.023485407,0.013109788,1.5523815,0.9053609371185303,0.014210787,1,24.98242163658142,43,28928,-0.0155238155,667.6046511627907,0.06976744186046512
-0.017999902,0.027438939,1.5002797,0.8492289632558823,0.014684726,0,25.219877004623413,43,29184,-0.015002796,667.6046511627907,0.06976744186046512
-0.024701435,0.0350916,1.4904058,0.7239776849746704,0.013490186,1,25.46888256072998,44,29440,-0.014904058,664.2272727272727,0.1590909090909091
-0.020816326,0.024086006,1.4279817,0.9092685505747795,0.0031015717,0,25.717062950134277,44,29696,-0.014279816,664.2272727272727,0.1590909090909091
-0.027419457,0.02189352,1.4351263,0.9004820585250854,0.013918668,0,25.967987298965454,44,29952,-0.014351264,664.2272727272727,0.1590909090909091
-0.024296504,0.012844785,1.4581896,0.9094167426228523,0.0062934146,1,26.170648336410522,45,30208,-0.014581895,667.9555555555555,0.13333333333333333
-0.01683136,0.036605053,1.4488695,0.8104392886161804,0.0069507034,0,26.371917009353638,45,30464,-0.014488695,667.9555555555555,0.13333333333333333
-0.02616417,0.019889157,1.3727734,0.8770747035741806,0.015357212,0,26.572301864624023,45,30720,-0.013727735,667.9555555555555,0.13333333333333333
-0.023093175,0.0119518,1.4820608,0.9534072615206242,0.015619069,1,26.773542642593384,46,30976,-0.014820607,670.2826086956521,0.10869565217391304
-0.01350108,0.020740576,1.4045522,0.9143808484077454,0.008342346,0,26.973371505737305,46,31232,-0.014045523,670.2826086956521,0.10869565217391304
-0.02085432,0.024240378,1.416225,0.9032288789749146,0.012743043,0,27.173717260360718,46,31488,-0.014162249,670.2826086956521,0.10869565217391304
-0.018313069,0.016461661,1.4365091,0.9015209004282951,0.0056220484,1,27.373252868652344,47,31744,-0.014365092,672.3404255319149,0.1276595744680851
-0.022537356,0.023854641,1.428278,0.8824300765991211,0.011841575,0,27.573046684265137,47,32000,-0.01428278,672.3404255319149,0.1276595744680851
-0.015893487,0.012504626,1.5129454,0.9188439100980759,0.011018369,1,27.773165702819824,48,32256,-0.0151294535,670.8541666666666,0.0625
-0.025185898,0.019560019,1.453883,0.8870630413293839,0.011443603,0,27.973204851150513,48,32512,-0.01453883,670.8541666666666,0.0625
-0.02778835,0.021317188,1.4911792,0.9134405180811882,0.022975786,0,28.201154232025146,48,32768,-0.014911792,670.8541666666666,0.0625
-0.025151573,0.021396976,1.4731213,0.8512886017560959,0.010722696,1,28.44036340713501,49,33024,-0.014731212,670.204081632653,0.02040816326530612
-0.021292461,0.019317877,1.5360322,0.7120126485824585,0.006067593,0,28.67240309715271,49,33280,-0.01536032,670.204081632653,0.02040816326530612
-0.020737449,0.017400302,1.573596,0.9302116855978966,0.014055647,1,28.919669151306152,50,33536,-0.01573596,667.94,0.08
-0.028091937,0.013118211,1.5588357,0.9541439712047577,0.0092894975,0,29.169105529785156,50,33792,-0.015588357,667.94,0.08
-0.030044574,0.017884148,1.5800239,0.8986387327313423,0.0064640567,1,29.41256022453308,51,34048,-0.01580024,667.1764705882352,0.13725490196078433
-0.026079495,0.052133054,1.5475035,0.5542534589767456,0.02120433,0,29.645063161849976,51,34304,-0.015475033,667.1764705882352,0.13725490196078433
-0.01898,0.020153537,1.507848,0.8928845152258873,0.01043503,0,29.88331913948059,51,34560,-0.0150784785,667.1764705882352,0.13725490196078433
-0.01866097,0.0125076445,1.5104454,0.8098886162042618,0.010104936,1,30.11563539505005,52,34816,-0.015104454,666.2115384615385,0.19230769230769232
-0.02603094,0.021818982,1.4528363,0.9255995750427246,0.016238863,0,30.35367751121521,52,35072,-0.014528362,666.2115384615385,0.19230769230769232
-0.02759507,0.017187364,1.5221301,0.8749445974826813,0.0062592058,1,30.586169719696045,53,35328,-0.0152213,664.0188679245283,0.1320754716981132
-0.028632984,0.018905273,1.5435543,0.8960247039794922,0.022219423,0,30.81462550163269,53,35584,-0.015435544,664.0188679245283,0.1320754716981132
-0.020812016,0.011618958,1.5696813,0.9409637525677681,0.0066627483,1,31.016870737075806,54,35840,-0.015696812,661.5,0.05555555555555555
-0.020645924,0.0227428,1.5601127,0.9039797931909561,0.0053086225,0,31.218186140060425,54,36096,-0.0156011265,661.5,0.05555555555555555
-0.028250296,0.015848596,1.5568397,0.9340812712907791,0.01330861,0,31.447937488555908,54,36352,-0.015568398,661.5,0.05555555555555555
-0.028756723,0.020968812,1.6401526,0.8662970662117004,0.013336172,1,31.69846773147583,55,36608,-0.016401527,661.0727272727273,0.09090909090909091
-0.010637347,0.02201364,1.6609975,0.8355209082365036,0.0049159448,0,31.90286946296692,55,36864,-0.016609974,661.0727272727273,0.09090909090909091
-0.026051583,0.020723058,1.5888464,0.011862456798553467,0.00713265,0,32.10346055030823,55,37120,-0.015888464,661.0727272727273,0.09090909090909091
-0.03279897,0.02088335,1.5695298,0.8337562829256058,0.013732438,1,32.30474519729614,56,37376,-0.015695298,662.9107142857143,0.125
-0.019049164,0.01945009,1.5774355,0.8456393927335739,0.0043728263,0,32.50580906867981,56,37632,-0.015774354,662.9107142857143,0.125
-0.019880734,0.013904499,1.5519236,0.7677551358938217,0.0074130236,1,32.707083225250244,57,37888,-0.015519235,664.1052631578947,0.10526315789473684
-0.032282174,0.022605427,1.5838726,0.9393594861030579,0.02104742,0,32.90902018547058,57,38144,-0.015838725,664.1052631578947,0.10526315789473684
-0.023210375,0.030303761,1.5180669,0.9022378623485565,0.009901427,0,33.10940194129944,57,38400,-0.015180669,664.1052631578947,0.10526315789473684
-0.011189526,0.019643899,1.4808655,0.9051479399204254,0.0019898172,1,33.31102538108826,58,38656,-0.014808656,665.1724137931035,0.1206896551724138
-0.02631651,0.015796337,1.5165775,0.9122884199023247,0.014836736,0,33.51120686531067,58,38912,-0.015165774,665.1724137931035,0.1206896551724138
-0.018073622,0.021809615,1.4187652,0.8905272856354713,0.0059484667,0,33.71226763725281,58,39168,-0.014187652,665.1724137931035,0.1206896551724138
-0.022912111,0.021214027,1.4429665,0.7444806694984436,0.007396879,1,33.91458702087402,59,39424,-0.014429664,666.0677966101695,0.1016949152542373
-0.026652982,0.024334915,1.4227248,0.9325482323765755,0.009791762,0,34.115922689437866,59,39680,-0.014227248,666.0677966101695,0.1016949152542373
-0.031511765,0.024763696,1.3858693,0.9049075096845627,0.013652037,1,34.31812763214111,60,39936,-0.013858692,665.15,0.06666666666666667
-0.019318309,0.025597928,1.3714521,0.8300235718488693,0.015212508,0,34.51999092102051,60,40192,-0.01371452,665.15,0.06666666666666667
-0.026510794,0.008568367,1.3694226,0.978113567456603,0.02145987,1,34.72136306762695,61,40448,-0.013694226,662.0983606557377,0.13114754098360656
-0.022587381,0.031170703,1.3635905,0.8787271156907082,0.008012127,0,34.923142194747925,61,40704,-0.013635904,662.0983606557377,0.13114754098360656
-0.018252522,0.021093471,1.3546802,0.9197037741541862,0.016952798,1,35.12453556060791,62,40960,-0.013546801,660.5322580645161,0.08064516129032258
-0.019222256,0.016370067,1.4245417,0.9187444597482681,0.009233026,0,35.32622289657593,62,41216,-0.014245417,660.5322580645161,0.08064516129032258
-0.022316705,0.01721519,1.3687756,0.9179175421595573,0.011385616,0,35.527453899383545,62,41472,-0.013687756,660.5322580645161,0.08064516129032258
-0.027655974,0.016915757,1.4049326,0.935537576675415,0.012883652,1,35.729753732681274,63,41728,-0.014049326,660.6031746031746,0.1111111111111111
-0.018009204,0.018789269,1.2680316,0.9165033996105194,0.007743516,0,35.932288646698,63,41984,-0.0126803145,660.6031746031746,0.1111111111111111
-0.028247723,0.038323168,1.3043559,0.7405627369880676,0.01948436,0,36.13397836685181,63,42240,-0.013043559,660.6031746031746,0.1111111111111111
-0.030240366,0.013678013,1.2958281,0.5348963141441345,0.011264075,1,36.336241483688354,64,42496,-0.012958281,662.203125,0.125
-0.017506475,0.029136889,1.2360823,0.9099378362298012,0.0075440537,0,36.538036823272705,64,42752,-0.012360822,662.203125,0.125
-0.02495015,0.027635118,1.2081866,0.7578477561473846,0.0072097788,1,36.73974537849426,65,43008,-0.012081867,659.8,0.18461538461538463
-0.022994116,0.023927417,1.2069614,0.8156677186489105,0.0060494086,0,36.94223880767822,65,43264,-0.012069615,659.8,0.18461538461538463
-0.029760499,0.013441045,1.2319566,0.917798176407814,0.014581997,1,37.143415689468384,66,43520,-0.012319565,657.4090909090909,0.24242424242424243
-0.024324132,0.011253673,1.1771269,0.9468768872320652,0.02672867,0,37.34484505653381,66,43776,-0.011771268,657.4090909090909,0.24242424242424243
-0.009988027,0.015870536,1.1745831,0.6485776901245117,0.008178643,1,37.54585385322571,67,44032,-0.011745831,656.8805970149253,0.2835820895522388
-0.021769999,0.020459855,1.2375716,0.9137550964951515,0.0052610664,0,37.747965574264526,67,44288,-0.012375716,656.8805970149253,0.2835820895522388
-0.018894661,0.01987198,1.254946,0.8457932472229004,0.0056449794,0,37.94968008995056,67,44544,-0.01254946,656.8805970149253,0.2835820895522388
-0.015692111,0.010943477,1.2200495,0.9294202402234077,0.0064365263,1,38.18000078201294,68,44800,-0.012200495,658.5147058823529,0.29411764705882354
-0.021241017,0.018474888,1.3180053,0.6678541898727417,0.005998872,0,38.42644906044006,68,45056,-0.013180053,658.5147058823529,0.29411764705882354
-0.018559897,0.016310815,1.3548019,0.6265612840652466,0.009171053,0,38.657238245010376,68,45312,-0.013548018,658.5147058823529,0.29411764705882354
-0.017909005,0.012488942,1.2711492,0.9214798510074615,0.006656317,1,38.90264701843262,69,45568,-0.012711491,660.1449275362319,0.2753623188405797
-0.017522564,0.02089605,1.3498952,0.9211902990937233,0.0068208775,0,39.152560234069824,69,45824,-0.013498953,660.1449275362319,0.2753623188405797
-0.021699874,0.018729152,1.3237636,0.9280035719275475,0.010057231,0,39.40430569648743,69,46080,-0.013237636,660.1449275362319,0.2753623188405797
-0.03257122,0.014566571,1.3870504,0.9395633153617382,0.012497569,1,39.655436992645264,70,46336,-0.013870505,661.4571428571429,0.2571428571428571
-0.02926162,0.022293106,1.2441546,0.8853443935513496,0.013641397,0,39.907280921936035,70,46592,-0.012441546,661.4571428571429,0.2571428571428571
-0.027356252,0.023315273,1.293072,0.8908806815743446,0.019973908,0,40.148093938827515,70,46848,-0.012930719,661.4571428571429,0.2571428571428571
-0.026005875,0.01869082,1.3180732,0.9071778059005737,0.011248503,1,40.39048671722412,71,47104,-0.013180731,662.5915492957746,0.2676056338028169
-0.03988232,0.017198563,1.314887,0.8964548259973526,0.016931722,0,40.639657735824585,71,47360,-0.01314887,662.5915492957746,0.2676056338028169
-0.0180673,0.03110245,1.3072904,0.7494610548019409,0.010851182,0,40.889397621154785,71,47616,-0.013072904,662.5915492957746,0.2676056338028169
-0.034394644,0.020769456,1.2540488,0.8434682339429855,0.017448386,1,41.13352632522583,72,47872,-0.012540488,663.8472222222222,0.25
-0.019586897,0.012694629,1.2447616,0.9211109578609467,0.008723209,0,41.36945986747742,72,48128,-0.012447616,663.8472222222222,0.25
-0.023248568,0.023090802,1.2127614,0.8210511952638626,0.007780783,0,41.60687732696533,72,48384,-0.012127614,663.8472222222222,0.25
-0.024709761,0.03392895,1.3149385,0.176006019115448,0.013129933,1,41.842206954956055,73,48640,-0.013149385,664.6986301369863,0.2191780821917808
-0.025505645,0.014607881,1.3075708,0.8106983751058578,0.008342294,0,42.08054971694946,73,48896,-0.0130757075,664.6986301369863,0.2191780821917808
-0.025515283,0.016989265,1.3455503,0.7926710993051529,0.007931986,1,42.31484413146973,74,49152,-0.013455504,662.3648648648649,0.16216216216216217
-0.023534767,0.012778614,1.262957,0.939256701618433,0.020757638,0,42.553587675094604,74,49408,-0.0126295695,662.3648648648649,0.16216216216216217
-0.02135298,0.010621859,1.2795515,0.9241819679737091,0.00827515,0,42.804291009902954,74,49664,-0.012795514,662.3648648648649,0.16216216216216217
