loss_pol_surr,loss_ent,EpisodesSoFar,loss_vf_loss,loss_pol_entpen,TimestepsSoFar,ev_tdlam_before,loss_kl,EpThisIter,TimeElapsed,EpRewMean,EpLenMean
-0.008370101,2.0783412,0,0.031031579,-0.020783413,256,-3.355288028717041,0.001087389,0,0.4609568119049072,,
-0.012651999,2.0777752,0,0.018957255,-0.02077775,512,0.12367397546768188,0.001338508,0,0.6568481922149658,,
-0.01978898,2.0740333,1,0.048020512,-0.020740332,768,-0.09844982624053955,0.003556938,1,0.8526098728179932,-5.0,628.0
-0.03347843,2.0529213,1,0.029374834,-0.020529214,1024,0.5765152275562286,0.012262507,0,1.0478694438934326,-5.0,628.0
-0.026691282,2.017085,1,0.019234203,-0.020170849,1280,0.7552440762519836,0.015784942,0,1.2425189018249512,-5.0,628.0
-0.0149124935,1.9753394,2,0.009221628,-0.019753393,1536,0.8304245471954346,0.004498698,1,1.4378859996795654,-4.5,672.5
-0.013951955,1.9764626,2,0.018483987,-0.019764626,1792,0.7979034036397934,0.0025776392,0,1.633345603942871,-4.5,672.5
-0.021842415,1.9368643,3,0.0072797933,-0.019368643,2048,0.6511699855327606,0.008915376,1,1.8284375667572021,-4.666666666666667,634.3333333333334
-0.013993455,1.9630616,3,0.027250627,-0.019630615,2304,0.648258626461029,0.0047642733,0,2.023638963699341,-4.666666666666667,634.3333333333334
-0.023101795,1.9039972,4,0.018416075,-0.01903997,2560,0.7495790123939514,0.008515166,1,2.2185122966766357,-4.75,631.5
-0.012549203,1.9064653,4,0.017707512,-0.019064652,2816,0.6722016930580139,0.0066958354,0,2.414353847503662,-4.75,631.5
-0.018906167,1.859148,4,0.017262945,-0.018591478,3072,0.7460533082485199,0.012861833,0,2.610032558441162,-4.75,631.5
-0.013637647,1.895689,5,0.011475802,-0.018956888,3328,0.8164436966180801,0.0041851997,1,2.8054471015930176,-4.8,638.6
-0.021322511,1.8742768,5,0.009523986,-0.018742768,3584,0.8677082061767578,0.009363923,0,2.9843966960906982,-4.8,638.6
-0.024281032,1.8568068,6,0.014154827,-0.018568067,3840,0.7847793102264404,0.005187112,1,3.1580018997192383,-4.833333333333333,616.6666666666666
-0.02864403,1.7899215,6,0.0136403,-0.017899215,4096,0.8654308170080185,0.0198777,0,3.3317368030548096,-4.833333333333333,616.6666666666666
-0.008854795,1.77536,6,0.008991453,-0.0177536,4352,0.8925782963633537,0.009283933,0,3.5049757957458496,-4.833333333333333,616.6666666666666
-0.014813943,1.7609403,7,0.012999823,-0.017609403,4608,0.8463715612888336,0.009356423,1,3.679049253463745,-4.857142857142857,622.4285714285714
-0.016115058,1.7412739,8,0.01958083,-0.017412739,4864,0.679609477519989,0.009247596,1,3.8538479804992676,-4.875,605.0
-0.020940453,1.712318,8,0.015969526,-0.017123178,5120,0.7961408793926239,0.012416343,0,4.0277392864227295,-4.875,605.0
-0.020136798,1.6384518,8,0.011686222,-0.016384518,5376,0.45671194791793823,0.010194987,0,4.201413869857788,-4.875,605.0
-0.016847577,1.7550532,9,0.016922083,-0.01755053,5632,0.7065008878707886,0.015433233,1,4.375896215438843,-4.888888888888889,597.8888888888889
-0.019258237,1.7722688,9,0.026829937,-0.017722689,5888,0.6963604390621185,0.0072931643,0,4.549416780471802,-4.888888888888889,597.8888888888889
-0.019401379,1.8335488,10,0.007853715,-0.018335486,6144,0.8256802558898926,0.016418215,1,4.723943710327148,-4.9,609.0
-0.013149068,1.7697358,10,0.010116445,-0.017697359,6400,0.8021081387996674,0.007721364,0,4.898316144943237,-4.9,609.0
-0.01710786,1.740129,10,0.011112502,-0.017401291,6656,0.7793838083744049,0.006447771,0,5.07175087928772,-4.9,609.0
-0.0185952,1.6976717,11,0.0092598535,-0.016976718,6912,0.8000387102365494,0.0076370197,1,5.245381116867065,-4.909090909090909,616.4545454545455
-0.017355561,1.7364264,11,0.015387316,-0.017364264,7168,0.8495746701955795,0.016082611,0,5.4187235832214355,-4.909090909090909,616.4545454545455
-0.016527481,1.7483003,12,0.0061415806,-0.017483003,7424,0.8473611772060394,0.009347584,1,5.592007875442505,-4.916666666666667,604.1666666666666
-0.013877263,1.7052649,12,0.016866636,-0.01705265,7680,0.633156955242157,0.008053204,0,5.7660973072052,-4.916666666666667,604.1666666666666
-0.024982216,1.7954621,12,0.010878308,-0.017954621,7936,0.6560821235179901,0.016571792,0,5.940150260925293,-4.916666666666667,604.1666666666666
-0.012238385,1.7059935,13,0.006580367,-0.017059937,8192,0.8005824834108353,0.008716155,1,6.113783359527588,-4.923076923076923,614.3846153846154
-0.013691297,1.7071921,13,0.014128102,-0.01707192,8448,0.6961528658866882,0.0072507635,0,6.287063837051392,-4.923076923076923,614.3846153846154
-0.033216957,1.5707177,14,0.022804327,-0.015707176,8704,0.6076717674732208,0.018750131,1,6.461123943328857,-4.928571428571429,614.6428571428571
-0.015095477,1.7417625,14,0.009208726,-0.017417625,8960,0.8534917384386063,0.005077326,0,6.634328365325928,-4.928571428571429,614.6428571428571
-0.016103521,1.6328907,15,0.010483084,-0.016328909,9216,0.7934922426939011,0.00637837,1,6.808981895446777,-4.933333333333334,608.4
-0.018435106,1.8341858,15,0.0074481163,-0.018341858,9472,0.6927382051944733,0.011256069,0,6.98373007774353,-4.933333333333334,608.4
-0.022674229,1.8045403,15,0.009914613,-0.018045401,9728,0.8807439804077148,0.018686512,0,7.157548904418945,-4.933333333333334,608.4
-0.013233027,1.699503,16,0.012542898,-0.016995031,9984,0.7419992387294769,0.0049569476,1,7.332115888595581,-4.9375,612.9375
