EpThisIter,surrgain,explained_variance_tdlam_before,entloss,entropy,EpLenMean,EpRewMean,TimestepsSoFar,TimeElapsed,EpisodesSoFar,meankl,optimgain
2,0.013629838,-0.3547046184539795,0.0,1.788203,491.5,-5.0,1024,6.007356643676758,2,0.0035497162,0.013629838
1,0.016816914,-0.1978626251220703,0.0,1.7864403,555.0,-5.0,2048,10.208401441574097,3,0.004291753,0.016816914
2,0.021726508,0.15475404262542725,0.0,1.7844591,571.8,-5.0,3072,14.299940347671509,5,0.0064907772,0.021726508
2,0.013364438,0.36052048206329346,0.0,1.782604,581.4285714285714,-5.0,4096,19.429622888565063,7,0.0053877346,0.013364438
1,0.012909414,0.5876887440681458,0.0,1.7794061,570.0,-5.0,5120,23.40655016899109,8,0.0066519715,0.012909414
