EpLenMean,TimestepsSoFar,explained_variance_tdlam_before,entloss,optimgain,EpRewMean,EpisodesSoFar,TimeElapsed,entropy,meankl,EpThisIter,surrgain
562.0,1024,-0.7792031764984131,0.0,0.035473526,-5.0,1,3.251781463623047,2.072236,0.0073489277,1,0.035473526
