loss_vf_loss,loss_kl,EpisodesSoFar,TimeElapsed,TimestepsSoFar,loss_pol_entpen,ev_tdlam_before,loss_pol_surr,loss_ent,EpThisIter,EpRewMean,EpLenMean
0.019142993,0.01870625,15,7.073190927505493,10240,-0.018334283,0.5291330516338348,-0.036424518,1.8334281,1,1.2,674.6
0.016786652,0.010019115,15,7.245683193206787,10496,-0.018300274,0.8869367614388466,-0.014997572,1.8300276,0,1.2,674.6
0.021387983,0.006250357,15,7.414151668548584,10752,-0.017780662,0.8896310925483704,-0.01751708,1.7780662,0,1.2,674.6
0.0140971625,0.006476811,15,7.585233688354492,11008,-0.01822433,0.949828002601862,-0.018312082,1.822433,0,1.2,674.6
0.030118406,0.010321368,16,7.757215976715088,11264,-0.018744491,0.7385910451412201,-0.025323575,1.8744493,1,1.0625,688.75
0.010589033,0.008291151,16,7.92607307434082,11520,-0.018333586,0.9330463483929634,-0.01909341,1.8333586,0,1.0625,688.75
0.025726128,0.0060585965,16,8.111454248428345,11776,-0.018233202,0.9159879237413406,-0.02059919,1.8233203,0,1.0625,688.75
0.026277296,0.00471658,17,8.301490783691406,12032,-0.018484274,0.758391335606575,-0.011601038,1.8484274,1,1.0588235294117647,694.7647058823529
0.024263876,0.010038842,17,8.473340272903442,12288,-0.018299846,0.8452154397964478,-0.018237162,1.8299847,0,1.0588235294117647,694.7647058823529
0.017671965,0.010502899,18,8.6442289352417,12544,-0.01834489,0.9246794208884239,-0.024978986,1.8344889,1,1.1666666666666667,686.4444444444445
0.020673493,0.011075266,18,8.813933610916138,12800,-0.018310804,0.8479141592979431,-0.02591419,1.8310804,0,1.1666666666666667,686.4444444444445
0.03701607,0.010421455,19,8.983403444290161,13056,-0.018639829,0.8190701007843018,-0.030480584,1.8639832,1,1.263157894736842,680.578947368421
0.019534318,0.0030533862,19,9.159286975860596,13312,-0.019268878,0.8750693127512932,-0.015246509,1.9268878,0,1.263157894736842,680.578947368421
0.015481146,0.006652167,19,9.329091310501099,13568,-0.019376282,0.9177548959851265,-0.019064479,1.937628,0,1.263157894736842,680.578947368421
0.011290025,0.014871845,20,9.499186515808105,13824,-0.018832948,0.9404089525341988,-0.022801694,1.8832948,1,1.25,685.75
0.014852577,0.0056589195,20,9.669199705123901,14080,-0.018945932,0.9053499028086662,-0.020918041,1.8945932,0,1.25,685.75
0.018912416,0.006368529,20,9.838171005249023,14336,-0.01877813,0.8920782506465912,-0.01111833,1.8778131,0,1.25,685.75
0.04799368,0.00864843,21,10.009284734725952,14592,-0.01960751,0.5861982703208923,-0.030762501,1.960751,1,1.0952380952380953,685.6666666666666
0.026423069,0.012827022,21,10.181478023529053,14848,-0.01870674,0.9131335765123367,-0.024655085,1.8706741,0,1.0952380952380953,685.6666666666666
0.019253813,0.006415704,21,10.355331420898438,15104,-0.019209336,0.8715199083089828,-0.02861271,1.9209337,0,1.0952380952380953,685.6666666666666
0.034277353,0.0146708395,22,10.552261352539062,15360,-0.01901678,0.6167120635509491,-0.017979436,1.9016781,1,1.0,691.3181818181819
0.02684141,0.011526391,22,10.744201183319092,15616,-0.019441739,0.8750240728259087,-0.032231398,1.9441738,0,1.0,691.3181818181819
0.02426743,0.008553679,23,10.923963785171509,15872,-0.019532397,0.919514425098896,-0.026306123,1.9532397,1,0.8260869565217391,684.695652173913
0.024725053,0.01072794,23,11.11334490776062,16128,-0.019451467,0.5385245084762573,-0.024118338,1.9451468,0,0.8260869565217391,684.695652173913
0.017198335,0.011818735,24,11.289881467819214,16384,-0.019166818,0.690202534198761,-0.02256324,1.9166819,1,0.5833333333333334,673.6666666666666
0.028934252,0.019110475,24,11.481259107589722,16640,-0.019040998,0.5151048600673676,-0.03144883,1.9040998,0,0.5833333333333334,673.6666666666666
0.02782001,0.0039533325,25,11.703962087631226,16896,-0.018445933,0.7954555451869965,-0.01788339,1.8445934,1,0.64,675.84
0.02531112,0.0046952157,25,11.88526463508606,17152,-0.018994791,0.7826527804136276,-0.017100941,1.8994793,0,0.64,675.84
0.03936013,0.0074429335,25,12.063793420791626,17408,-0.018992327,0.6911642551422119,-0.021040551,1.8992327,0,0.64,675.84
0.014380931,0.0065078204,26,12.239213705062866,17664,-0.019653704,0.3642091155052185,-0.025562288,1.9653705,1,0.5384615384615384,678.6153846153846
0.021783583,0.006574044,26,12.420167207717896,17920,-0.019338442,0.7753843069076538,-0.028581277,1.9338441,0,0.5384615384615384,678.6153846153846
0.02020227,0.012028571,26,12.600781917572021,18176,-0.018901635,0.8028402924537659,-0.03338205,1.8901637,0,0.5384615384615384,678.6153846153846
0.015471483,0.008094721,27,12.788439273834229,18432,-0.019020446,0.9212698414921761,-0.01951041,1.9020445,1,0.5925925925925926,679.6296296296297
0.016120417,0.01585637,27,13.004278659820557,18688,-0.019195406,0.913445346057415,-0.02279741,1.9195406,0,0.5925925925925926,679.6296296296297
0.019913124,0.016617635,27,13.193259954452515,18944,-0.01879359,0.8873638361692429,-0.025917351,1.8793591,0,0.5925925925925926,679.6296296296297
0.0142310485,0.007625878,28,13.36836576461792,19200,-0.018794075,0.9362877979874611,-0.023261769,1.8794075,1,0.5,678.2142857142857
0.025578773,0.012562742,28,13.64749526977539,19456,-0.018186644,0.8702080994844437,-0.031167397,1.8186644,0,0.5,678.2142857142857
0.012517115,0.0062524485,29,13.878340005874634,19712,-0.018820085,0.8360489159822464,-0.014870413,1.8820083,1,0.5172413793103449,678.5172413793103
0.024232596,0.0112383105,29,14.122143983840942,19968,-0.018556474,0.88780627399683,-0.030033391,1.8556476,0,0.5172413793103449,678.5172413793103
0.023331098,0.003991569,30,14.350356101989746,20224,-0.0185061,0.3767530918121338,-0.020045463,1.8506101,1,0.36666666666666664,671.1
0.017214218,0.010310757,30,14.603197574615479,20480,-0.018648412,0.27526891231536865,-0.026149195,1.8648412,0,0.36666666666666664,671.1
0.046880987,0.009887494,30,14.828614473342896,20736,-0.018488035,0.6923285126686096,-0.03190908,1.8488036,0,0.36666666666666664,671.1
0.012017192,0.008630043,31,15.025110006332397,20992,-0.018649109,0.9229250550270081,-0.021725852,1.8649108,1,0.3870967741935484,676.4516129032259
0.02672696,0.009904344,31,15.211403369903564,21248,-0.019121705,0.8716577589511871,-0.027805414,1.9121704,0,0.3870967741935484,676.4516129032259
0.012610466,0.008495439,31,15.385177612304688,21504,-0.018918097,0.7843967527151108,-0.030902866,1.8918097,0,0.3870967741935484,676.4516129032259
0.03740577,0.013053573,32,15.564536571502686,21760,-0.018944658,0.16311639547348022,-0.038820297,1.8944658,1,0.4375,675.78125
0.020035174,0.0049162786,32,15.74685263633728,22016,-0.018910583,0.879424624145031,-0.016054383,1.8910583,0,0.4375,675.78125
0.028959908,0.008015617,32,15.928319931030273,22272,-0.019081596,0.7285554707050323,-0.018144298,1.9081596,0,0.4375,675.78125
0.009769637,0.006390449,33,16.11136269569397,22528,-0.019516187,0.9068891555070877,-0.022565925,1.9516187,1,0.3939393939393939,678.969696969697
0.022948332,0.013113017,33,16.2867751121521,22784,-0.019473594,0.9279608502984047,-0.020754658,1.9473593,0,0.3939393939393939,678.969696969697
0.015462327,0.005099319,34,16.464213371276855,23040,-0.018902617,0.8355568945407867,-0.01759045,1.8902619,1,0.29411764705882354,677.0294117647059
0.022881739,0.015054912,34,16.63520836830139,23296,-0.01951313,0.9166864156723022,-0.033651464,1.9513133,0,0.29411764705882354,677.0294117647059
0.023561817,0.015404293,34,16.838257789611816,23552,-0.01956466,0.7751899361610413,-0.01976498,1.9564662,0,0.29411764705882354,677.0294117647059
0.012807504,0.0062836055,35,17.023239135742188,23808,-0.019748714,0.9494046233594418,-0.024470987,1.9748714,1,0.2,673.7714285714286
0.02923561,0.004602574,35,17.213923931121826,24064,-0.019772671,0.8244915306568146,-0.02445433,1.9772671,0,0.2,673.7714285714286
0.02368242,0.0043239403,36,17.38571548461914,24320,-0.019446112,0.9391976036131382,-0.01608152,1.9446113,1,0.2777777777777778,670.7777777777778
0.022360902,0.006236295,36,17.559396505355835,24576,-0.019318826,0.7205149829387665,-0.026209125,1.9318827,0,0.2777777777777778,670.7777777777778
0.012237227,0.011312208,37,17.733304262161255,24832,-0.01887398,0.8051558583974838,-0.02929179,1.887398,1,0.3783783783783784,666.081081081081
0.016878601,0.006581757,37,17.9062020778656,25088,-0.018650547,0.8201457858085632,-0.027353346,1.8650546,0,0.3783783783783784,666.081081081081
0.024292178,0.010978125,38,18.078455448150635,25344,-0.018510731,0.7890660762786865,-0.018563746,1.851073,1,0.5,660.3684210526316
0.047597654,0.01901955,38,18.249247789382935,25600,-0.019057043,0.740581601858139,-0.029097807,1.9057045,0,0.5,660.3684210526316
0.01536363,0.0064683678,39,18.42225432395935,25856,-0.018866498,0.9113075509667397,-0.022474531,1.88665,1,0.5128205128205128,661.8717948717949
0.025457343,0.0069646905,39,18.597301959991455,26112,-0.019258691,0.7983059287071228,-0.018889075,1.9258691,0,0.5128205128205128,661.8717948717949
0.0134299155,0.009015471,40,18.771963357925415,26368,-0.019371256,0.938034113496542,-0.020707935,1.9371257,1,0.4,657.65
0.025780119,0.0036044554,40,18.96169948577881,26624,-0.019438008,0.8641499429941177,-0.013419345,1.9438008,0,0.4,657.65
0.02197875,0.0063917954,40,19.15714454650879,26880,-0.019499725,0.8906270414590836,-0.025721453,1.9499725,0,0.4,657.65
0.01728138,0.006765903,41,19.33119249343872,27136,-0.019334802,0.904654860496521,-0.018148871,1.9334803,1,0.36585365853658536,659.1951219512196
0.05705726,0.0028582187,41,19.505829095840454,27392,-0.019490417,0.3298575282096863,-0.012814634,1.9490417,0,0.36585365853658536,659.1951219512196
0.021209333,0.0075570624,42,19.679341554641724,27648,-0.0191697,0.7772468626499176,-0.021790134,1.91697,1,0.2619047619047619,656.0714285714286
0.05168005,0.0071253334,42,19.853484869003296,27904,-0.019151587,0.7339482307434082,-0.02516193,1.9151589,0,0.2619047619047619,656.0714285714286
0.020102398,0.006287813,43,20.03217339515686,28160,-0.019321276,0.9238079711794853,-0.02356808,1.9321277,1,0.32558139534883723,652.7441860465116
0.019311715,0.005540005,43,20.20608377456665,28416,-0.01918424,0.9191464185714722,-0.017715603,1.918424,0,0.32558139534883723,652.7441860465116
0.030278318,0.0066244677,43,20.374672412872314,28672,-0.019338045,0.8488098680973053,-0.020509,1.9338046,0,0.32558139534883723,652.7441860465116
0.015518579,0.0110971695,44,20.546236038208008,28928,-0.019115869,0.8971763551235199,-0.02497591,1.911587,1,0.2727272727272727,652.1363636363636
0.017324565,0.011622019,44,20.715615272521973,29184,-0.018624913,0.9240331724286079,-0.027935587,1.8624911,0,0.2727272727272727,652.1363636363636
0.099715605,0.00591544,45,20.8884174823761,29440,-0.019020204,0.43725502490997314,-0.026195947,1.9020205,1,0.35555555555555557,649.0222222222222
0.014365163,0.008585857,45,21.064120292663574,29696,-0.01869997,0.9041525796055794,-0.017012518,1.869997,0,0.35555555555555557,649.0222222222222
0.01599539,0.0050731655,46,21.234331130981445,29952,-0.01865758,0.893629640340805,-0.02496855,1.8657582,1,0.2826086956521739,650.2173913043479
0.014090388,0.008846479,46,21.413546085357666,30208,-0.018182911,0.8945704773068428,-0.025668364,1.8182912,0,0.2826086956521739,650.2173913043479
0.027591366,0.004595885,46,21.58433198928833,30464,-0.018471377,0.8201295584440231,-0.016252303,1.8471378,0,0.2826086956521739,650.2173913043479
0.01091603,0.0046490566,47,21.762243270874023,30720,-0.018500376,0.942058838903904,-0.022821207,1.8500378,1,0.23404255319148937,651.2553191489362
0.024383558,0.006856483,47,21.93476104736328,30976,-0.017886205,0.9171145856380463,-0.019324003,1.7886205,0,0.23404255319148937,651.2553191489362
0.018426381,0.008110048,47,22.110315561294556,31232,-0.017350528,0.9274199977517128,-0.016246004,1.7350531,0,0.23404255319148937,651.2553191489362
0.010600413,0.008110343,48,22.281963348388672,31488,-0.01720442,0.9442867450416088,-0.03339441,1.720442,1,0.1875,651.2708333333334
0.020026866,0.0056561064,48,22.466286659240723,31744,-0.017104466,0.8867370709776878,-0.018374976,1.7104466,0,0.1875,651.2708333333334
0.025010113,0.010293659,49,22.639180421829224,32000,-0.01685173,0.8665865808725357,-0.027453795,1.6851732,1,0.14285714285714285,650.9591836734694
0.01718795,0.009377314,49,22.820287704467773,32256,-0.017029498,0.9146808311343193,-0.015726225,1.7029498,0,0.14285714285714285,650.9591836734694
0.018894766,0.010199436,49,22.99019694328308,32512,-0.016604427,0.7715153694152832,-0.023544898,1.6604426,0,0.14285714285714285,650.9591836734694
0.025659738,0.005659727,50,23.169147491455078,32768,-0.016880719,0.893873356282711,-0.019537635,1.688072,1,0.16,653.32
