policy_entropy,nupdates,fps,total_timesteps,explained_variance,value_loss
2.0794405937194824,1,6,5,-1158294.75,0.02612786553800106
2.0794384479522705,100,179,500,-4234.22021484375,0.0829857736825943
2.079432487487793,200,253,1000,-6592.79443359375,0.06333829462528229
