loss_pol_surr,loss_pol_entpen,loss_ent,EpThisIter,TimestepsSoFar,loss_kl,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_vf_loss,EpRewMean,EpLenMean
-0.0067963838,-0.0207821,2.0782104,0,256,0.0011416199,2.799104928970337,-0.16031479835510254,0,0.028746951,,
-0.00071461685,-0.020779744,2.0779743,0,512,0.00015032198,4.197310924530029,0.455657422542572,0,0.023316741,,
-0.0028555915,-0.020788416,2.0788417,1,768,0.00019684806,5.535311937332153,0.36715930700302124,1,0.026632983,-5.0,564.0
-0.0017600264,-0.020789223,2.0789223,0,1024,4.7902577e-05,6.902415037155151,0.7097719013690948,1,0.022569783,-5.0,564.0
