optimgain,EpLenMean,TimeElapsed,meankl,EpThisIter,EpisodesSoFar,entloss,explained_variance_tdlam_before,TimestepsSoFar,surrgain,EpRewMean,entropy
0.01452649,547.0,2.30179762840271,0.0047484376,1,1,0.0,-0.22657310962677002,1024,0.01452649,-5.0,2.074668
0.011951779,594.3333333333334,3.6095077991485596,0.0050663683,2,3,0.0,-0.19890117645263672,2048,0.011951779,-5.0,2.0729673
0.010671753,616.0,4.911157608032227,0.007480993,1,4,0.0,0.07662248611450195,3072,0.010671753,-5.0,2.0726206
0.008448031,615.1666666666666,6.211910724639893,0.006558988,2,6,0.0,0.32842105627059937,4096,0.008448031,-5.0,2.0706205
0.011522299,604.375,7.516916990280151,0.0069510946,2,8,0.0,0.3129957318305969,5120,0.011522299,-5.0,2.0715203
0.01517825,632.0,8.818644285202026,0.007944492,1,9,0.0,0.281157910823822,6144,0.01517825,-4.888888888888889,2.0698128
0.015500275,610.0,10.122315883636475,0.007927246,2,11,0.0,0.6126638650894165,7168,0.015500275,-4.909090909090909,2.066172
0.014426931,611.9230769230769,11.426782608032227,0.009570182,2,13,0.0,0.43831437826156616,8192,0.014426931,-4.923076923076923,2.063367
0.022045188,594.2666666666667,12.728263854980469,0.011200124,2,15,0.0,0.5557346642017365,9216,0.022045188,-4.933333333333334,2.056203
0.02333051,600.875,14.030418157577515,0.011692588,1,16,0.0,0.5050663650035858,10240,0.02333051,-4.9375,2.048644
0.017862925,603.7222222222222,15.4681715965271,0.011364363,2,18,0.0,0.647542804479599,11264,0.017862925,-4.944444444444445,2.0381348
0.014434571,603.0,17.151832342147827,0.011814607,2,20,0.0,0.40051722526550293,12288,0.014434571,-4.95,2.0394433
0.018820252,608.952380952381,18.69166374206543,0.012001479,1,21,0.0,0.4918057322502136,13312,0.018820252,-4.904761904761905,2.0430129
0.01597235,618.4782608695652,19.993789672851562,0.011692361,2,23,0.0,0.45899081230163574,14336,0.01597235,-4.869565217391305,2.0300748
0.0103052575,612.2916666666666,21.293782711029053,0.012866637,1,24,0.0,0.57427978515625,15360,0.0103052575,-4.875,2.0311565
0.013467863,614.9230769230769,22.59447693824768,0.011639507,2,26,0.0,0.6486865282058716,16384,0.013467863,-4.846153846153846,2.0280852
0.01410993,607.6071428571429,24.13965916633606,0.014054851,2,28,0.0,0.6952316761016846,17408,0.01410993,-4.857142857142857,2.0259023
0.020644894,606.1034482758621,25.86259913444519,0.012505141,1,29,0.0,0.5013890862464905,18432,0.020644894,-4.827586206896552,2.0288963
0.022814889,615.0967741935484,27.55649209022522,0.0135016255,2,31,0.0,0.62810218334198,19456,0.022814889,-4.838709677419355,2.0283017
0.020047043,615.5454545454545,29.227442026138306,0.011435987,2,33,0.0,0.7394332885742188,20480,0.020047043,-4.818181818181818,2.0299344
0.014871317,614.7647058823529,30.578953981399536,0.0141674075,1,34,0.0,0.7119721174240112,21504,0.014871317,-4.823529411764706,2.021697
0.013117391,618.3333333333334,32.04365396499634,0.012612922,2,36,0.0,0.7091070413589478,22528,0.013117391,-4.833333333333333,2.0275733
0.019976098,615.1578947368421,33.764405965805054,0.013077777,2,38,0.0,0.6240473687648773,23552,0.019976098,-4.815789473684211,2.0298767
