norm_grads_policy,avg_norm_g,avg_norm_adj,norm_grads,avg_norm_k,loss_f,entropy,fps,avg_norm_k_dot_g,loss_policy,loss,total_timesteps,loss_bc,norm_grads_q,mean_episode_reward,mean_episode_length,explained_variance,avg_norm_grads_f,loss_q
0.025465641170740128,0.1448209583759308,0.0,0.037227433174848557,2.449474811553955,0.04321242496371269,37.626670837402344,0,0.14482006430625916,0.04321242496371269,-0.3328741490840912,20,-0.0,0.027154797688126564,0,0,0.3891085386276245,0.1448209434747696,0.0003602515789680183
