value_loss,fps,policy_loss,policy_entropy,nupdates,total_timesteps,explained_variance
0.02470884844660759,52,-0.028213564306497574,2.0794408321380615,1,20,-8300.7158203125
0.04600796848535538,783,-0.07588465511798859,2.0531442165374756,100,2000,0.021102726459503174
0.00033345341216772795,839,0.014815306290984154,2.067195177078247,200,4000,-17.783864974975586
0.25846144556999207,879,-0.8169516921043396,2.0408549308776855,300,6000,0.07978790998458862
0.0020074876956641674,905,-0.0006166081875562668,2.058492422103882,400,8000,-56.38296127319336
0.0037867589853703976,922,0.041205041110515594,2.0259885787963867,500,10000,-18890.759765625
