loss_vf_loss,EpThisIter,EpisodesSoFar,loss_pol_entpen,ev_tdlam_before,EpRewMean,loss_kl,loss_ent,TimestepsSoFar,TimeElapsed,loss_pol_surr,EpLenMean
9.449896e-06,1,18705,0.0,-2.036659002304077,0.11,0.0027449925,0.51977295,31891456,97787.54727745056,-0.009160535,2990.66
0.005678903,1,18706,0.0,0.5915593206882477,0.12,0.004430206,0.5240241,31895552,97798.76768827438,-0.008320965,2990.66
0.003435353,2,18708,0.0,0.43024295568466187,0.12,0.0032326106,0.53000385,31899648,97809.6878554821,-0.007126434,2990.66
0.00038129318,1,18709,0.0,-1.8181483745574951,0.13,0.0032931196,0.53182197,31903744,97820.66418862343,-0.0067756493,2990.66
6.719862e-05,1,18710,0.0,-0.0019742250442504883,0.12,0.003396633,0.51793176,31907840,97831.61489129066,-0.009847032,2990.66
0.002826379,2,18712,0.0,0.4629673957824707,0.12,0.0024539153,0.5227874,31911936,97842.45567369461,-0.005860119,2990.66
0.0012704326,1,18713,0.0,0.5343166887760162,0.13,0.0031254943,0.5410799,31916032,97854.00210285187,-0.007306755,2990.66
0.001475718,2,18715,0.0,0.42598050832748413,0.13,0.0020544901,0.54175794,31920128,97865.28858852386,-0.0059378194,2990.66
0.0014611859,1,18716,0.0,0.5411206781864166,0.13,0.004602724,0.52816683,31924224,97876.13528990746,-0.0070828744,2990.66
0.00026538386,1,18717,0.0,-1.8873379230499268,0.13,0.0040302714,0.5289867,31928320,97887.12018203735,-0.00923207,2990.66
0.002258652,2,18719,0.0,0.14270955324172974,0.1,0.0022759554,0.51664954,31932416,97898.20771503448,-0.0058304295,2990.66
0.002152134,1,18720,0.0,0.08101165294647217,0.11,0.0021862425,0.52653533,31936512,97909.0769867897,-0.0045113424,2990.66
