ev_tdlam_before,EpThisIter,EpisodesSoFar,loss_pol_surr,TimeElapsed,loss_kl,loss_vf_loss,TimestepsSoFar,loss_pol_entpen,loss_ent,EpRewMean,EpLenMean
-0.18454933166503906,0,0,-0.0017949184,0.9652965068817139,0.00017912779,0.018859975,256,-0.02079269,2.079269,,
0.21742737293243408,0,0,-0.0036272611,1.3402304649353027,0.0003156308,0.018769415,512,-0.020790065,2.0790064,,
0.6283750832080841,0,0,-0.005998362,1.7150251865386963,0.0007893713,0.017970633,768,-0.020775624,2.0775623,,
0.6364878118038177,1,1,-0.004342265,2.0911335945129395,0.001313895,0.029237343,1024,-0.020744514,2.0744514,-5.0,888.0
0.7190256714820862,0,1,-0.004012071,2.4663279056549072,0.0007345993,0.025127387,1280,-0.020724941,2.072494,-5.0,888.0
0.8189833611249924,1,2,-0.005053399,2.8410544395446777,0.0002866825,0.013152963,1536,-0.02072389,2.0723891,-5.0,702.0
0.7860981822013855,0,2,-0.011423659,3.216728925704956,0.0036277603,0.017352965,1792,-0.020595629,2.0595632,-5.0,702.0
0.19261544942855835,1,3,-0.0016013607,3.5918169021606445,0.000659205,0.06436096,2048,-0.020592755,2.0592756,-5.0,649.3333333333334
0.7898454964160919,0,3,-0.0020413846,3.9665262699127197,0.0007878542,0.025942678,2304,-0.020659547,2.0659547,-5.0,649.3333333333334
0.6859100759029388,0,3,-0.003606012,4.340887546539307,0.0010911198,0.011746849,2560,-0.020587543,2.0587542,-5.0,649.3333333333334
0.05688506364822388,1,4,-0.0042094886,4.715584993362427,0.002218971,0.059320223,2816,-0.020432543,2.0432544,-4.75,656.75
0.7834025919437408,0,4,-0.0032616556,5.09026026725769,0.0019862056,0.011319527,3072,-0.020329852,2.0329854,-4.75,656.75
0.7419411540031433,0,4,-0.013657954,5.46563720703125,0.005570094,0.025239684,3328,-0.020204917,2.0204916,-4.75,656.75
0.8923256546258926,1,5,-0.011954442,5.840284585952759,0.0070669563,0.010507945,3584,-0.02005245,2.005245,-4.6,696.8
0.5153456926345825,0,5,-0.0073514925,6.215407848358154,0.0050654113,0.048193075,3840,-0.019748498,1.9748499,-4.6,696.8
0.8186028897762299,0,5,-0.003557982,6.58955454826355,0.0028180685,0.01648881,4096,-0.0196974,1.9697399,-4.6,696.8
